,loan_amnt,amt_difference,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs_cat,inq_last_6mths_cat,open_acc,pub_rec,pub_rec_cat,acc_ratio,initial_list_status,loan_status,target
207303,4000.0,eq,36,125.17,A,4.0,RENT,46000.0,Not Verified,debt_consolidation,14.43,no,no,5.0,0.0,no,0.625,f,Fully Paid,0
207304,16425.0,eq,60,401.96,C,10.0,MORTGAGE,45000.0,Verified,debt_consolidation,20.48,no,yes,11.0,0.0,no,0.55,f,Charged Off,1
207305,10000.0,less,36,323.43,B,1.0,RENT,119000.0,Verified,debt_consolidation,1.64,no,no,4.0,0.0,no,0.571428571429,f,Fully Paid,0
207306,2800.0,eq,36,90.56,B,3.0,RENT,29000.0,Not Verified,credit_card,14.69,no,yes,8.0,0.0,no,0.296296296296,f,Fully Paid,0
207307,4575.0,eq,36,152.22,B,1.0,RENT,30000.0,Source Verified,credit_card,8.44,no,no,15.0,0.0,no,0.681818181818,f,Fully Paid,0
207308,2400.0,eq,36,82.14,B,8.0,RENT,37500.0,Not Verified,credit_card,28.13,no,no,12.0,0.0,no,0.444444444444,f,Fully Paid,0
207309,2100.0,eq,36,69.88,B,10.0,MORTGAGE,60000.0,Source Verified,other,25.7,no,no,12.0,1.0,yes,0.333333333333,f,Fully Paid,0
207310,24000.0,eq,60,623.24,D,10.0,MORTGAGE,62000.0,Verified,debt_consolidation,10.12,no,yes,6.0,0.0,no,0.3,f,Charged Off,1
207311,3000.0,eq,36,104.46,C,1.0,RENT,32000.0,Source Verified,car,22.05,no,yes,13.0,0.0,no,0.448275862069,f,Fully Paid,0
207312,4800.0,eq,36,172.98,D,10.0,RENT,43000.0,Not Verified,debt_consolidation,8.07,no,yes,2.0,0.0,no,0.333333333333,f,Charged Off,1
207313,3200.0,eq,36,100.13,A,10.0,MORTGAGE,107000.0,Not Verified,major_purchase,19.34,no,yes,14.0,0.0,no,0.518518518519,f,Fully Paid,0
207314,3500.0,eq,36,113.2,B,10.0,MORTGAGE,53000.0,Verified,debt_consolidation,28.28,yes,yes,12.0,0.0,no,0.4,f,Fully Paid,0
207315,3500.0,eq,36,119.78,B,1.0,MORTGAGE,60000.0,Source Verified,other,34.76,no,yes,16.0,0.0,no,0.410256410256,f,Fully Paid,0
207316,16000.0,eq,60,375.04,C,3.0,RENT,60000.0,Verified,debt_consolidation,28.72,no,yes,15.0,0.0,no,0.833333333333,f,Fully Paid,0
207317,7000.0,eq,36,273.75,F,5.0,MORTGAGE,38000.0,Verified,debt_consolidation,16.66,no,yes,27.0,0.0,no,0.692307692308,f,Fully Paid,0
207318,16000.0,eq,36,557.08,C,1.0,RENT,80000.0,Not Verified,debt_consolidation,20.64,no,no,16.0,0.0,no,0.888888888889,f,Fully Paid,0
207319,24000.0,eq,36,928.41,F,7.0,MORTGAGE,145000.0,Verified,credit_card,21.07,no,yes,23.0,0.0,no,0.547619047619,f,Fully Paid,0
207320,2000.0,eq,36,70.12,C,5.0,RENT,38000.0,Not Verified,debt_consolidation,14.49,no,yes,6.0,0.0,no,0.6,f,Fully Paid,0
207321,6000.0,eq,36,218.4,D,1.0,OWN,55000.0,Not Verified,debt_consolidation,25.07,no,yes,26.0,0.0,no,0.65,f,Fully Paid,0
207322,6400.0,eq,36,232.96,D,5.0,RENT,25000.0,Not Verified,debt_consolidation,22.58,no,yes,6.0,0.0,no,0.24,f,Charged Off,1
207323,2200.0,eq,36,76.6,C,1.0,MORTGAGE,75000.0,Verified,other,11.54,no,no,17.0,0.0,no,0.809523809524,f,Fully Paid,0
207324,3600.0,eq,36,118.1,B,6.0,MORTGAGE,48000.0,Verified,other,25.39,yes,no,12.0,0.0,no,0.521739130435,f,Fully Paid,0
207325,30000.0,less,60,718.59,C,10.0,MORTGAGE,80000.0,Verified,debt_consolidation,20.82,no,no,14.0,0.0,no,0.4375,f,Fully Paid,0
207326,15000.0,less,36,515.08,C,4.0,RENT,65000.0,Not Verified,debt_consolidation,15.58,no,no,11.0,0.0,no,0.297297297297,f,Fully Paid,0
207327,2000.0,eq,36,77.72,F,5.0,MORTGAGE,88000.0,Source Verified,debt_consolidation,30.4,no,yes,45.0,0.0,no,0.818181818182,f,Fully Paid,0
207328,10000.0,less,36,357.88,C,10.0,MORTGAGE,29000.0,Verified,debt_consolidation,20.07,no,yes,11.0,1.0,yes,0.785714285714,f,Fully Paid,0
207329,20000.0,less,36,686.77,C,6.0,RENT,74226.36,Verified,debt_consolidation,15.42,no,no,14.0,0.0,no,0.636363636364,f,Fully Paid,0
207330,15000.0,eq,36,529.51,C,6.0,MORTGAGE,84000.0,Not Verified,credit_card,12.88,no,yes,13.0,0.0,no,0.722222222222,f,Fully Paid,0
207331,7000.0,eq,36,243.73,C,5.0,RENT,32000.0,Verified,credit_card,15.64,no,no,11.0,0.0,no,0.275,f,Charged Off,1
207332,9150.0,less,36,318.58,C,4.0,MORTGAGE,34500.0,Verified,credit_card,22.99,no,yes,8.0,1.0,yes,0.470588235294,f,Fully Paid,0
207333,14400.0,eq,36,528.22,D,2.0,RENT,75000.0,Source Verified,credit_card,10.35,no,no,8.0,0.0,no,0.347826086957,f,Fully Paid,0
207334,4000.0,eq,36,121.75,A,2.0,RENT,30000.0,Not Verified,major_purchase,15.28,no,no,6.0,0.0,no,0.75,f,Fully Paid,0
207335,7750.0,eq,36,277.36,C,10.0,RENT,60000.0,Not Verified,debt_consolidation,4.16,no,yes,5.0,0.0,no,0.416666666667,f,Fully Paid,0
207336,6000.0,eq,36,196.84,B,1.0,MORTGAGE,70000.0,Not Verified,credit_card,24.21,no,yes,18.0,0.0,no,0.5,f,Fully Paid,0
207337,16000.0,eq,36,576.6,D,6.0,RENT,42000.0,Not Verified,debt_consolidation,15.14,no,no,10.0,0.0,no,0.333333333333,f,Fully Paid,0
207338,5600.0,eq,36,175.23,A,5.0,OWN,42000.0,Not Verified,home_improvement,4.88,no,no,5.0,0.0,no,0.833333333333,f,Fully Paid,0
207339,4800.0,eq,36,150.2,A,7.0,OWN,53000.0,Not Verified,debt_consolidation,18.22,no,no,4.0,0.0,no,0.333333333333,f,Fully Paid,0
207340,12000.0,eq,36,432.45,D,10.0,RENT,110000.0,Not Verified,debt_consolidation,8.73,no,yes,11.0,0.0,no,0.785714285714,f,Fully Paid,0
207341,25000.0,eq,36,870.44,C,6.0,MORTGAGE,180000.0,Verified,credit_card,20.68,no,no,16.0,0.0,no,0.695652173913,f,Fully Paid,0
207342,12000.0,less,36,438.36,D,10.0,RENT,59100.0,Verified,debt_consolidation,33.12,no,yes,23.0,0.0,no,0.389830508475,f,Charged Off,1
207343,7450.0,less,36,236.57,A,7.0,MORTGAGE,45000.0,Not Verified,credit_card,19.49,no,yes,10.0,0.0,no,0.454545454545,f,Fully Paid,0
207344,7000.0,eq,36,213.05,A,8.0,RENT,35000.0,Not Verified,debt_consolidation,21.84,no,no,15.0,0.0,no,0.5,f,Fully Paid,0
207345,10000.0,less,36,342.22,B,3.0,MORTGAGE,72000.0,Verified,home_improvement,19.31,no,no,21.0,0.0,no,0.777777777778,f,Fully Paid,0
207347,4750.0,eq,36,158.05,B,6.0,RENT,16872.0,Verified,debt_consolidation,18.98,no,no,20.0,0.0,no,0.714285714286,f,Charged Off,1
207348,8000.0,eq,36,266.18,B,10.0,MORTGAGE,88000.0,Verified,debt_consolidation,18.1,no,yes,8.0,0.0,no,0.296296296296,f,Fully Paid,0
207349,3600.0,eq,36,125.35,C,6.0,RENT,26280.0,Verified,other,21.1,no,no,8.0,0.0,no,0.333333333333,f,Fully Paid,0
207350,10000.0,eq,36,350.59,C,9.0,RENT,38000.0,Not Verified,debt_consolidation,9.03,no,yes,11.0,0.0,no,0.6875,f,Fully Paid,0
207351,20000.0,eq,36,793.4,G,4.0,OWN,96000.0,Verified,credit_card,31.98,no,no,31.0,0.0,no,0.543859649123,f,Fully Paid,0
207352,10000.0,eq,36,343.39,C,10.0,MORTGAGE,32000.0,Not Verified,debt_consolidation,12.6,no,no,11.0,0.0,no,0.647058823529,f,Fully Paid,0
207353,10000.0,eq,36,343.39,C,10.0,MORTGAGE,85000.0,Not Verified,debt_consolidation,8.36,no,yes,11.0,0.0,no,0.578947368421,f,Fully Paid,0
207354,8400.0,eq,36,288.45,C,1.0,RENT,40000.0,Source Verified,debt_consolidation,11.61,no,no,11.0,0.0,no,0.578947368421,f,Fully Paid,0
207355,7350.0,less,60,179.88,C,2.0,RENT,53000.0,Verified,debt_consolidation,31.54,yes,yes,11.0,0.0,no,0.34375,f,Charged Off,1
207356,10000.0,eq,36,363.99,D,6.0,RENT,33280.0,Not Verified,debt_consolidation,20.91,no,yes,14.0,0.0,no,0.411764705882,f,Fully Paid,0
207357,6000.0,eq,36,205.33,B,10.0,MORTGAGE,62000.0,Not Verified,debt_consolidation,13.92,no,yes,20.0,0.0,no,0.454545454545,f,Charged Off,1
207358,7200.0,eq,60,174.33,C,10.0,OWN,84000.0,Source Verified,car,15.0,no,yes,10.0,1.0,yes,0.526315789474,f,Fully Paid,0
207359,24000.0,less,36,864.9,D,10.0,MORTGAGE,140000.0,Verified,credit_card,24.22,yes,yes,17.0,0.0,no,0.326923076923,f,Fully Paid,0
207360,22000.0,less,36,765.99,C,2.0,MORTGAGE,115000.0,Verified,debt_consolidation,25.78,no,yes,10.0,0.0,no,0.5,f,Charged Off,1
207361,10000.0,eq,36,374.14,E,9.0,RENT,38000.0,Not Verified,credit_card,15.63,no,no,11.0,0.0,no,0.846153846154,f,Fully Paid,0
207362,8800.0,eq,36,296.98,B,1.0,MORTGAGE,147586.0,Verified,small_business,8.68,no,yes,4.0,0.0,no,0.444444444444,f,Fully Paid,0
207363,5000.0,eq,36,178.94,C,3.0,MORTGAGE,51000.0,Not Verified,debt_consolidation,18.4,no,yes,11.0,0.0,no,0.647058823529,f,Fully Paid,0
207364,12000.0,less,36,432.45,D,1.0,MORTGAGE,47000.0,Verified,debt_consolidation,18.77,no,no,7.0,0.0,no,0.411764705882,f,Fully Paid,0
207365,35000.0,eq,36,1273.96,D,10.0,MORTGAGE,125000.0,Verified,debt_consolidation,17.59,no,yes,10.0,0.0,no,0.37037037037,f,Fully Paid,0
207366,5000.0,eq,36,166.36,B,8.0,RENT,51900.0,Not Verified,debt_consolidation,10.24,no,no,7.0,1.0,yes,0.538461538462,f,Fully Paid,0
207367,11050.0,eq,36,395.45,C,6.0,MORTGAGE,40000.0,Not Verified,debt_consolidation,16.83,no,yes,6.0,0.0,no,0.272727272727,f,Fully Paid,0
207368,2500.0,eq,36,77.91,A,6.0,MORTGAGE,63000.0,Not Verified,medical,25.64,no,no,8.0,0.0,no,0.285714285714,f,Fully Paid,0
207369,6000.0,eq,36,186.97,A,9.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,4.15,no,yes,8.0,0.0,no,0.333333333333,f,Fully Paid,0
207370,6625.0,eq,36,226.72,B,6.0,MORTGAGE,23000.0,Verified,debt_consolidation,31.21,no,no,10.0,0.0,no,0.769230769231,f,Fully Paid,0
207371,18000.0,eq,36,644.18,C,1.0,RENT,52000.0,Source Verified,debt_consolidation,16.5,yes,yes,18.0,0.0,no,0.290322580645,f,Fully Paid,0
207372,8000.0,eq,36,274.71,C,5.0,RENT,44000.0,Not Verified,home_improvement,18.11,no,yes,12.0,0.0,no,0.428571428571,f,Fully Paid,0
207373,8000.0,eq,36,286.3,C,10.0,MORTGAGE,42000.0,Not Verified,credit_card,11.31,no,yes,11.0,0.0,no,0.305555555556,f,Charged Off,1
207375,10000.0,eq,36,312.91,A,9.0,RENT,36400.0,Not Verified,debt_consolidation,29.74,no,no,14.0,0.0,no,0.736842105263,f,Fully Paid,0
207376,4300.0,eq,36,134.55,A,6.0,OWN,15000.0,Source Verified,debt_consolidation,24.1,yes,yes,11.0,0.0,no,0.392857142857,f,Fully Paid,0
207377,27000.0,less,60,760.37,F,5.0,MORTGAGE,72000.0,Verified,credit_card,25.56,yes,yes,22.0,0.0,no,0.379310344828,f,Fully Paid,0
207378,16125.0,eq,60,377.97,C,1.0,RENT,42000.0,Verified,debt_consolidation,29.01,yes,no,8.0,0.0,no,0.444444444444,f,Fully Paid,0
207379,5500.0,eq,36,172.1,A,5.0,MORTGAGE,64000.0,Not Verified,debt_consolidation,14.21,no,yes,10.0,0.0,no,0.5,f,Fully Paid,0
207380,15000.0,eq,36,469.36,A,5.0,MORTGAGE,80000.0,Not Verified,home_improvement,15.52,no,yes,15.0,0.0,no,0.3,f,Fully Paid,0
207381,25000.0,eq,36,843.68,B,8.0,RENT,115000.0,Not Verified,credit_card,17.49,no,no,15.0,0.0,no,0.576923076923,f,Fully Paid,0
207382,6400.0,eq,36,212.94,B,10.0,MORTGAGE,44000.0,Not Verified,debt_consolidation,16.55,yes,no,8.0,0.0,no,0.444444444444,f,Fully Paid,0
207383,11500.0,eq,36,411.56,C,2.0,RENT,35000.0,Not Verified,debt_consolidation,20.85,no,yes,8.0,0.0,no,0.266666666667,f,Fully Paid,0
207385,4800.0,eq,36,161.99,B,9.0,RENT,84000.0,Not Verified,debt_consolidation,19.09,no,yes,11.0,0.0,no,0.611111111111,f,Charged Off,1
207386,20000.0,eq,36,665.44,B,1.0,RENT,90000.0,Not Verified,debt_consolidation,13.44,no,no,10.0,0.0,no,0.588235294118,f,Fully Paid,0
207387,13000.0,eq,36,432.54,B,5.0,RENT,96000.0,Not Verified,credit_card,11.76,no,yes,8.0,0.0,no,0.363636363636,f,Fully Paid,0
207388,18250.0,less,60,488.51,E,10.0,MORTGAGE,69000.0,Verified,debt_consolidation,31.04,no,yes,19.0,0.0,no,0.678571428571,f,Fully Paid,0
207389,10000.0,less,36,328.06,B,1.0,RENT,40000.0,Not Verified,debt_consolidation,14.28,no,no,13.0,0.0,no,0.764705882353,f,Fully Paid,0
207390,23850.0,eq,60,612.01,D,6.0,RENT,60000.0,Verified,small_business,16.3,no,yes,16.0,0.0,no,0.5,f,Fully Paid,0
207391,8000.0,less,36,274.71,C,2.0,RENT,53000.0,Not Verified,debt_consolidation,16.91,no,yes,7.0,0.0,no,0.411764705882,f,Fully Paid,0
207392,4000.0,eq,36,122.82,A,1.0,RENT,55000.0,Not Verified,major_purchase,20.03,no,no,17.0,0.0,no,0.772727272727,f,Fully Paid,0
207393,10000.0,eq,36,348.18,C,1.0,MORTGAGE,30000.0,Not Verified,credit_card,15.03,no,yes,12.0,0.0,no,0.8,f,Fully Paid,0
207394,27000.0,eq,36,829.0,A,5.0,MORTGAGE,111000.0,Not Verified,debt_consolidation,12.21,no,no,12.0,0.0,no,0.307692307692,f,Fully Paid,0
207395,9000.0,eq,36,308.0,B,10.0,MORTGAGE,80000.0,Source Verified,credit_card,17.47,no,yes,10.0,0.0,no,0.416666666667,f,Fully Paid,0
207396,12000.0,eq,36,393.67,B,7.0,RENT,41000.0,Not Verified,debt_consolidation,20.6,no,yes,13.0,0.0,no,0.722222222222,f,Fully Paid,0
207397,21000.0,eq,36,666.82,A,10.0,MORTGAGE,100836.0,Verified,small_business,7.05,no,no,4.0,0.0,no,0.181818181818,f,Fully Paid,0
207398,14675.0,eq,36,514.49,C,7.0,RENT,38000.0,Not Verified,debt_consolidation,18.92,no,yes,12.0,1.0,yes,0.521739130435,f,Charged Off,1
207399,2700.0,eq,36,84.49,A,10.0,MORTGAGE,43300.0,Not Verified,credit_card,19.18,no,no,12.0,0.0,no,0.4,f,Fully Paid,0
207400,35000.0,eq,36,1327.45,E,10.0,MORTGAGE,210000.0,Verified,debt_consolidation,14.98,yes,no,12.0,0.0,no,0.342857142857,f,Fully Paid,0
207401,5150.0,eq,36,173.8,B,10.0,MORTGAGE,48550.0,Not Verified,other,11.07,no,yes,8.0,0.0,no,0.888888888889,f,Charged Off,1
207402,10000.0,eq,36,307.04,A,3.0,RENT,44000.0,Not Verified,debt_consolidation,3.32,no,no,6.0,0.0,no,0.75,f,Fully Paid,0
207403,20000.0,less,60,436.25,B,9.0,MORTGAGE,67000.0,Verified,debt_consolidation,15.55,no,no,10.0,0.0,no,0.434782608696,f,Fully Paid,0
207404,28000.0,eq,36,1022.84,D,1.0,RENT,70000.0,Verified,debt_consolidation,18.5,no,no,13.0,0.0,no,0.619047619048,f,Fully Paid,0
207405,10000.0,eq,36,304.36,A,10.0,MORTGAGE,105000.0,Verified,small_business,2.46,no,no,6.0,0.0,no,0.375,f,Fully Paid,0
207406,10750.0,eq,36,376.88,C,2.0,RENT,31200.0,Not Verified,debt_consolidation,27.31,no,yes,9.0,0.0,no,0.321428571429,f,Fully Paid,0
207407,3000.0,eq,36,105.91,C,3.0,MORTGAGE,29000.0,Verified,vacation,29.01,no,yes,6.0,0.0,no,0.3,f,Fully Paid,0
207408,12000.0,eq,36,412.06,C,10.0,OWN,55000.0,Not Verified,debt_consolidation,16.1,yes,no,7.0,0.0,no,0.388888888889,f,Fully Paid,0
207409,6000.0,eq,36,206.03,C,1.0,RENT,46000.0,Source Verified,credit_card,1.43,no,yes,3.0,0.0,no,0.6,f,Charged Off,1
207411,2300.0,eq,36,70.01,A,2.0,MORTGAGE,77000.0,Not Verified,car,10.01,no,no,7.0,0.0,no,0.28,f,Fully Paid,0
207412,13000.0,eq,36,452.63,C,2.0,RENT,70000.0,Not Verified,credit_card,6.75,no,no,13.0,0.0,no,0.448275862069,f,Fully Paid,0
207413,8000.0,eq,36,273.78,B,10.0,MORTGAGE,38000.0,Not Verified,credit_card,26.47,no,yes,9.0,0.0,no,0.692307692308,f,Fully Paid,0
207414,14000.0,eq,36,444.55,A,5.0,OWN,61000.0,Not Verified,debt_consolidation,5.53,no,no,6.0,0.0,no,0.4,f,Fully Paid,0
207415,6000.0,eq,36,194.06,B,2.0,RENT,40000.0,Not Verified,debt_consolidation,12.81,no,no,9.0,0.0,no,0.818181818182,f,Fully Paid,0
207416,8000.0,eq,36,274.71,C,10.0,MORTGAGE,77983.0,Not Verified,debt_consolidation,12.11,yes,no,13.0,0.0,no,0.65,f,Fully Paid,0
207417,6400.0,eq,36,207.0,B,2.0,RENT,47500.0,Not Verified,credit_card,4.98,no,yes,6.0,0.0,no,0.6,f,Fully Paid,0
207418,8400.0,eq,36,255.66,A,6.0,OWN,26400.0,Not Verified,credit_card,7.41,no,no,11.0,0.0,no,0.366666666667,f,Fully Paid,0
207419,20000.0,eq,60,516.07,D,10.0,RENT,54000.0,Verified,debt_consolidation,22.67,no,yes,11.0,1.0,yes,0.52380952381,f,Fully Paid,0
207420,20000.0,less,60,519.37,D,7.0,RENT,90000.0,Verified,other,11.87,no,yes,11.0,0.0,no,0.647058823529,f,Charged Off,1
207421,21125.0,eq,60,556.4,D,9.0,RENT,53000.0,Verified,debt_consolidation,22.17,no,no,9.0,0.0,no,0.473684210526,f,Charged Off,1
207422,1000.0,eq,36,34.23,B,5.0,RENT,33600.0,Not Verified,wedding,17.11,no,no,10.0,0.0,no,0.526315789474,f,Fully Paid,0
207423,8000.0,eq,36,288.3,D,3.0,RENT,86000.0,Not Verified,debt_consolidation,10.23,no,yes,5.0,0.0,no,0.227272727273,f,Fully Paid,0
207424,10000.0,eq,36,350.59,C,10.0,OWN,35000.0,Verified,credit_card,16.46,yes,yes,5.0,0.0,no,0.172413793103,f,Fully Paid,0
207425,17000.0,eq,36,621.01,D,1.0,RENT,70000.0,Not Verified,credit_card,11.31,no,no,11.0,0.0,no,0.297297297297,f,Fully Paid,0
207426,14000.0,eq,36,426.1,A,2.0,MORTGAGE,100000.0,Not Verified,debt_consolidation,11.24,no,no,10.0,0.0,no,0.555555555556,f,Fully Paid,0
207427,11000.0,less,36,344.2,A,6.0,RENT,63000.0,Not Verified,debt_consolidation,9.7,no,no,16.0,0.0,no,0.888888888889,f,Fully Paid,0
207428,9750.0,eq,36,356.17,D,10.0,RENT,35000.0,Not Verified,debt_consolidation,19.41,no,yes,23.0,0.0,no,0.605263157895,f,Fully Paid,0
207429,3975.0,eq,36,124.38,A,3.0,RENT,25000.0,Not Verified,debt_consolidation,13.2,no,no,12.0,0.0,no,0.631578947368,f,Fully Paid,0
207430,1950.0,eq,36,61.92,A,10.0,MORTGAGE,30000.0,Not Verified,debt_consolidation,15.68,no,no,10.0,0.0,no,0.666666666667,f,Fully Paid,0
207431,8000.0,eq,36,273.78,B,8.0,RENT,60000.0,Not Verified,debt_consolidation,29.32,no,yes,11.0,0.0,no,0.785714285714,f,Fully Paid,0
207432,12200.0,eq,36,418.93,C,3.0,RENT,80000.0,Source Verified,debt_consolidation,15.75,no,yes,11.0,0.0,no,0.611111111111,f,Charged Off,1
207433,5675.0,eq,36,188.82,B,6.0,OWN,28000.0,Not Verified,debt_consolidation,21.56,no,no,13.0,0.0,no,0.619047619048,f,Fully Paid,0
207435,6250.0,eq,36,205.04,B,1.0,RENT,22000.0,Source Verified,major_purchase,12.22,no,no,4.0,0.0,no,0.571428571429,f,Fully Paid,0
207436,20000.0,eq,60,552.16,E,10.0,RENT,103000.0,Verified,debt_consolidation,21.62,no,yes,13.0,0.0,no,0.382352941176,f,Charged Off,1
207437,8000.0,eq,36,262.45,B,6.0,MORTGAGE,65000.0,Verified,debt_consolidation,23.68,no,yes,9.0,0.0,no,0.6,f,Fully Paid,0
207438,14000.0,eq,36,472.46,B,10.0,MORTGAGE,40000.0,Verified,debt_consolidation,17.16,no,yes,9.0,0.0,no,0.409090909091,f,Charged Off,1
207439,12000.0,eq,36,375.49,A,3.0,MORTGAGE,139000.0,Not Verified,debt_consolidation,16.86,yes,no,12.0,0.0,no,0.75,f,Fully Paid,0
207440,3500.0,eq,36,119.78,B,9.0,MORTGAGE,71000.0,Not Verified,major_purchase,9.5,no,yes,8.0,1.0,yes,0.380952380952,f,Fully Paid,0
207441,14400.0,eq,36,442.14,A,10.0,RENT,80000.0,Source Verified,debt_consolidation,19.32,no,yes,10.0,0.0,no,0.434782608696,f,Fully Paid,0
207442,24000.0,less,60,535.33,B,6.0,RENT,110000.0,Source Verified,debt_consolidation,16.02,no,no,7.0,0.0,no,0.333333333333,f,Fully Paid,0
207443,16000.0,eq,36,557.08,C,4.0,MORTGAGE,56000.0,Source Verified,debt_consolidation,8.19,no,yes,14.0,0.0,no,0.538461538462,f,Fully Paid,0
207444,11475.0,eq,36,357.58,A,10.0,OWN,50000.0,Not Verified,credit_card,25.9,no,yes,12.0,0.0,no,0.428571428571,f,Fully Paid,0
207445,18000.0,eq,36,631.06,C,6.0,RENT,75000.0,Not Verified,debt_consolidation,7.06,no,yes,6.0,0.0,no,0.352941176471,f,Fully Paid,0
207446,35000.0,less,36,1111.37,A,6.0,MORTGAGE,155600.0,Verified,debt_consolidation,24.28,no,no,7.0,0.0,no,0.538461538462,f,Fully Paid,0
207447,5600.0,eq,36,192.3,C,10.0,RENT,62000.0,Not Verified,debt_consolidation,25.76,no,no,9.0,0.0,no,0.25,f,Fully Paid,0
207448,16500.0,less,36,556.83,B,10.0,RENT,82000.0,Not Verified,debt_consolidation,12.19,no,no,10.0,0.0,no,0.322580645161,f,Fully Paid,0
207449,19000.0,eq,60,500.43,D,3.0,RENT,54000.0,Source Verified,credit_card,19.85,yes,yes,13.0,0.0,no,0.382352941176,f,Fully Paid,0
207450,20000.0,eq,36,665.44,B,3.0,RENT,52000.0,Not Verified,debt_consolidation,25.54,no,no,10.0,0.0,no,0.416666666667,f,Charged Off,1
207451,12250.0,eq,36,419.22,B,2.0,MORTGAGE,35000.0,Not Verified,debt_consolidation,23.31,no,no,16.0,0.0,no,0.64,f,Fully Paid,0
207452,25000.0,eq,36,855.54,B,10.0,RENT,100400.0,Not Verified,credit_card,25.88,no,no,12.0,0.0,no,0.428571428571,f,Fully Paid,0
207453,20000.0,eq,60,516.07,D,10.0,MORTGAGE,72000.0,Verified,debt_consolidation,22.67,no,yes,10.0,0.0,no,0.434782608696,f,Charged Off,1
207454,7000.0,eq,36,222.28,A,1.0,MORTGAGE,59190.0,Not Verified,debt_consolidation,9.08,no,no,6.0,0.0,no,0.315789473684,f,Fully Paid,0
207455,20125.0,less,60,570.58,F,10.0,MORTGAGE,58000.0,Verified,debt_consolidation,26.42,no,yes,8.0,0.0,no,0.307692307692,f,Fully Paid,0
207456,18000.0,eq,60,410.57,B,1.0,MORTGAGE,118500.0,Source Verified,debt_consolidation,17.39,no,yes,13.0,0.0,no,0.371428571429,f,Fully Paid,0
207457,6000.0,eq,36,219.18,D,10.0,MORTGAGE,88000.0,Not Verified,other,19.35,no,yes,9.0,0.0,no,0.428571428571,f,Charged Off,1
207458,12000.0,eq,36,368.45,A,1.0,RENT,96000.0,Not Verified,credit_card,14.21,no,no,12.0,0.0,no,0.6,f,Fully Paid,0
207459,15000.0,eq,36,513.33,B,5.0,RENT,45000.0,Source Verified,debt_consolidation,21.97,no,yes,12.0,0.0,no,0.705882352941,f,Fully Paid,0
207460,10500.0,eq,36,359.33,B,5.0,MORTGAGE,30000.0,Not Verified,debt_consolidation,21.64,no,no,7.0,0.0,no,0.538461538462,f,Fully Paid,0
207461,7200.0,eq,36,236.2,B,5.0,RENT,50000.0,Source Verified,debt_consolidation,7.22,no,yes,8.0,0.0,no,0.533333333333,f,Fully Paid,0
207462,35000.0,eq,60,936.86,E,3.0,RENT,130000.0,Verified,debt_consolidation,16.71,no,yes,13.0,0.0,no,0.448275862069,f,Charged Off,1
207463,18250.0,eq,60,534.49,G,10.0,OWN,58000.0,Verified,debt_consolidation,22.42,no,yes,26.0,0.0,no,0.553191489362,f,Charged Off,1
207464,12000.0,eq,36,436.79,D,8.0,MORTGAGE,64000.0,Source Verified,debt_consolidation,20.22,yes,yes,19.0,0.0,no,0.612903225806,f,Charged Off,1
207465,15000.0,less,36,492.08,B,10.0,MORTGAGE,70000.0,Not Verified,debt_consolidation,19.23,no,no,11.0,0.0,no,0.478260869565,f,Fully Paid,0
207466,19450.0,eq,36,700.93,D,10.0,MORTGAGE,62000.0,Verified,debt_consolidation,23.37,yes,yes,12.0,0.0,no,0.521739130435,f,Fully Paid,0
207467,15000.0,eq,36,515.08,C,4.0,RENT,56000.0,Not Verified,debt_consolidation,14.42,no,yes,7.0,0.0,no,0.35,f,Fully Paid,0
207468,12000.0,eq,36,393.67,B,10.0,MORTGAGE,125000.0,Not Verified,credit_card,5.08,no,yes,11.0,0.0,no,0.297297297297,f,Fully Paid,0
207469,18000.0,eq,60,467.43,D,1.0,MORTGAGE,45000.0,Source Verified,debt_consolidation,23.55,no,yes,21.0,0.0,no,0.488372093023,f,Charged Off,1
207471,22750.0,eq,60,507.45,B,10.0,MORTGAGE,59000.0,Verified,debt_consolidation,26.68,no,no,10.0,0.0,no,0.4,f,Fully Paid,0
207472,9600.0,less,36,319.41,B,9.0,MORTGAGE,41000.0,Not Verified,debt_consolidation,24.85,no,no,9.0,0.0,no,0.75,f,Fully Paid,0
207473,8000.0,eq,36,250.33,A,2.0,RENT,40000.0,Source Verified,debt_consolidation,30.2,no,yes,14.0,0.0,no,0.636363636364,f,Charged Off,1
207474,13000.0,eq,36,426.47,B,9.0,MORTGAGE,90742.0,Not Verified,debt_consolidation,20.38,no,yes,11.0,0.0,no,0.275,f,Fully Paid,0
207475,30750.0,eq,60,900.58,G,10.0,MORTGAGE,130000.0,Verified,house,24.11,no,yes,14.0,0.0,no,0.608695652174,f,Charged Off,1
207476,16000.0,eq,60,468.03,G,4.0,RENT,40000.0,Verified,credit_card,30.21,no,yes,29.0,0.0,no,0.644444444444,f,Fully Paid,0
207477,2950.0,eq,36,98.16,B,8.0,MORTGAGE,46000.0,Not Verified,credit_card,10.8,no,no,10.0,0.0,no,0.714285714286,f,Fully Paid,0
207478,15075.0,eq,36,458.82,A,7.0,MORTGAGE,39000.0,Not Verified,debt_consolidation,3.86,no,no,11.0,0.0,no,0.275,f,Fully Paid,0
